account_id,churn_probability,churn_probability_percent,top_reasons,risk_level,explanation
A-756192,0.05137416782616035,5.1%,"customer was acquired organically, a cohort associated with higher retention; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 5.1%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; long-term satisfaction is moderate."
A-726cfa,0.043286534061245,4.3%,"customer was acquired organically, a cohort associated with higher retention; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Usage stable usage",Low Risk,"Predicted churn risk is 4.3%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Usage stable usage."
A-fabe19,0.01776919700265953,1.8%,"Ticket high risk; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Ticket high risk; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-f45426,0.018481811035345876,1.8%,"Seats; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Seats; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor."
A-089363,0.018308141421555867,1.8%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility."
A-0cc442,0.023426208736608386,2.3%,"long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk; Country us",Low Risk,"Predicted churn risk is 2.3%. Key drivers include: long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk; Country us."
A-0a282f,0.01622030565394942,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-02cd81,0.01898933436205325,1.9%,"customer was acquired organically, a cohort associated with higher retention; average session duration is strong (51.00 min); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; average session duration is strong (51.00 min); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-fe79a5,0.42369495151865566,42.4%,"Seats; long-term satisfaction is moderate; customer is currently in the trial phase, a stage characterized by high churn variability",Medium Risk,"Predicted churn risk is 42.4%. Key drivers include: Seats; long-term satisfaction is moderate; customer is currently in the trial phase, a stage characterized by high churn variability."
A-e3bd71,0.015677543761607207,1.6%,"Recent ticket count; customer was acquired organically, a cohort associated with higher retention; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Recent ticket count; customer was acquired organically, a cohort associated with higher retention; customer sentiment is consistently negative, a strong churn predictor."
A-00bed1,0.015849079173099148,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer is currently in the trial phase, a stage characterized by high churn variability."
A-0651a4,0.016171040806931825,1.6%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor; customer sentiment is consistently negative, a strong churn predictor."
