,subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,usage_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,usage_duration_min,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag,reference_date,reference_month_int,ticket_month_int,months_before_reference
8080,S-2361ec,A-c45b23,2024-12-12,2024-12-15,Enterprise,26,5174,62088,False,False,False,True,annual,True,U-4b9084,2024-04-11,feature_26,11,4202,1,True,70.03333333333333,T-f97334,2024-11-02,2024-11-03 18:00:00,42.0,urgent,75,0.0,False,2024-12-31,659,658,-1
8104,S-3a3be9,A-1b707d,2024-05-03,2024-07-14,Basic,8,152,1824,False,False,False,True,annual,True,U-736778,2024-01-11,feature_11,11,2959,1,False,49.31666666666667,T-22710d,2024-04-19,2024-04-21 03:00:00,51.0,medium,53,0.0,False,2024-12-31,659,651,-8
8105,S-3a3be9,A-1b707d,2024-05-03,2024-07-14,Basic,8,152,1824,False,False,False,True,annual,True,U-736778,2024-01-11,feature_11,11,2959,1,False,49.31666666666667,T-a6cf94,2024-10-18,2024-10-19 08:00:00,32.0,medium,160,0.0,False,2024-12-31,659,657,-2
8172,S-916cca,A-e51ec7,2024-10-04,2024-10-31,Basic,3,0,0,True,True,False,True,annual,True,U-411084,2023-10-12,feature_16,11,660,2,False,11.0,T-772cfe,2024-10-05,2024-10-06 21:00:00,45.0,high,87,5.0,False,2024-12-31,659,657,-2
8201,S-499ea3,A-c16cf7,2024-10-21,2024-11-12,Enterprise,24,4776,57312,False,False,False,True,monthly,True,U-7c1f59,2023-08-04,feature_35,11,3212,0,False,53.53333333333333,T-69edbb,2024-10-24,2024-10-26 09:00:00,57.0,low,46,4.0,False,2024-12-31,659,657,-2
8351,S-29c16b,A-afa505,2024-07-24,2024-10-06,Pro,70,3430,41160,False,False,False,True,monthly,True,U-a9adec,2023-11-29,feature_35,10,1490,0,True,24.833333333333332,T-618d10,2024-09-25,2024-09-25 19:00:00,19.0,urgent,130,0.0,False,2024-12-31,659,656,-3
8352,S-29c16b,A-afa505,2024-07-24,2024-10-06,Pro,70,3430,41160,False,False,False,True,monthly,True,U-a9adec,2023-11-29,feature_35,10,1490,0,True,24.833333333333332,T-b9b80b,2024-06-24,2024-06-26 09:00:00,57.0,urgent,49,3.0,True,2024-12-31,659,653,-6
8423,S-1fb7ac,A-117171,2024-12-14,2024-12-17,Pro,45,2205,26460,False,False,False,True,annual,True,U-8c043c,2023-09-23,feature_33,11,3652,0,False,60.86666666666667,T-e496a8,2024-08-22,2024-08-22 22:00:00,22.0,medium,34,0.0,False,2024-12-31,659,655,-4
8425,S-1fb7ac,A-117171,2024-12-14,2024-12-17,Pro,45,2205,26460,False,False,False,True,annual,True,U-8c043c,2023-09-23,feature_33,11,3652,0,False,60.86666666666667,T-83656f,2023-12-19,2023-12-20 10:00:00,34.0,low,33,4.0,False,2024-12-31,659,647,-12
8452,S-c2a14b,A-526d93,2024-11-08,2024-11-10,Enterprise,43,8557,102684,False,False,False,True,annual,False,U-bf7da4,2023-01-07,feature_21,9,2322,0,False,38.7,T-e3d7af,2024-11-13,2024-11-15 06:00:00,54.0,low,157,0.0,False,2024-12-31,659,658,-1
8453,S-c2a14b,A-526d93,2024-11-08,2024-11-10,Enterprise,43,8557,102684,False,False,False,True,annual,False,U-bf7da4,2023-01-07,feature_21,9,2322,0,False,38.7,T-f660fd,2024-02-21,2024-02-23 15:00:00,63.0,urgent,161,0.0,False,2024-12-31,659,649,-10
8454,S-c2a14b,A-526d93,2024-11-08,2024-11-10,Enterprise,43,8557,102684,False,False,False,True,annual,False,U-bf7da4,2023-01-07,feature_21,9,2322,0,False,38.7,T-2422ea,2024-04-14,2024-04-16 15:00:00,63.0,high,49,4.0,False,2024-12-31,659,651,-8
8472,S-37a9e3,A-c608c8,2024-06-07,2024-06-29,Enterprise,11,2189,26268,False,False,False,True,monthly,False,U-da0048,2023-11-24,feature_22,12,6156,1,False,102.6,T-ca8e8f,2024-08-16,2024-08-18 10:00:00,58.0,low,93,0.0,False,2024-12-31,659,655,-4
8539,S-765a5f,A-c9bb3e,2024-04-01,2024-04-02,Pro,35,1715,20580,False,False,False,True,annual,True,U-0a89a2,2024-01-12,feature_4,14,8386,0,False,139.76666666666668,T-88aac2,2023-12-09,2023-12-10 05:00:00,29.0,urgent,161,4.0,False,2024-12-31,659,647,-12
8570,S-97fab7,A-8ed5dd,2024-03-27,2024-10-08,Basic,5,95,1140,False,False,False,True,annual,False,U-e66f8e,2023-05-22,feature_17,13,754,4,False,12.566666666666666,T-ee77ae,2024-05-17,2024-05-19 03:00:00,51.0,low,87,0.0,False,2024-12-31,659,652,-7
8573,S-97fab7,A-8ed5dd,2024-03-27,2024-10-08,Basic,5,95,1140,False,False,False,True,annual,False,U-e66f8e,2023-05-22,feature_17,13,754,4,False,12.566666666666666,T-7917a1,2024-06-09,2024-06-10 16:00:00,40.0,high,125,0.0,False,2024-12-31,659,653,-6
8677,S-8b24a0,A-309e54,2024-12-29,2024-12-30,Pro,33,1617,19404,False,False,False,True,monthly,True,U-2abf5d,2023-04-04,feature_33,5,800,0,False,13.333333333333334,T-c9f3f0,2024-07-19,2024-07-20 02:00:00,26.0,high,145,0.0,False,2024-12-31,659,654,-5
8679,S-8b24a0,A-309e54,2024-12-29,2024-12-30,Pro,33,1617,19404,False,False,False,True,monthly,True,U-2abf5d,2023-04-04,feature_33,5,800,0,False,13.333333333333334,T-f17009,2024-09-24,2024-09-26 04:00:00,52.0,medium,71,0.0,False,2024-12-31,659,656,-3
8680,S-8b24a0,A-309e54,2024-12-29,2024-12-30,Pro,33,1617,19404,False,False,False,True,monthly,True,U-2abf5d,2023-04-04,feature_33,5,800,0,False,13.333333333333334,T-08c89b,2024-04-27,2024-04-28 12:00:00,36.0,urgent,82,3.0,False,2024-12-31,659,651,-8
8681,S-8b24a0,A-309e54,2024-12-29,2024-12-30,Pro,33,1617,19404,False,False,False,True,monthly,True,U-2abf5d,2023-04-04,feature_33,5,800,0,False,13.333333333333334,T-f7b50d,2024-01-06,2024-01-06 02:00:00,2.0,urgent,66,0.0,False,2024-12-31,659,648,-11
8692,S-8055fa,A-09540c,2024-08-03,2024-11-29,Basic,67,1273,15276,False,False,False,True,monthly,True,U-d7392a,2023-08-16,feature_37,5,190,0,False,3.1666666666666665,T-df171c,2024-02-24,2024-02-25 05:00:00,29.0,high,72,4.0,False,2024-12-31,659,649,-10
8702,S-c08805,A-6f8ad2,2024-09-03,2024-10-03,Pro,18,882,10584,False,False,False,True,annual,True,U-e12cb2,2023-10-03,feature_33,13,5876,1,False,97.93333333333334,T-c59f77,2024-11-30,2024-12-01 02:00:00,26.0,medium,8,0.0,False,2024-12-31,659,658,-1
8704,S-c08805,A-6f8ad2,2024-09-03,2024-10-03,Pro,18,882,10584,False,False,False,True,annual,True,U-e12cb2,2023-10-03,feature_33,13,5876,1,False,97.93333333333334,T-de7b56,2024-11-15,2024-11-17 11:00:00,59.0,medium,3,5.0,False,2024-12-31,659,658,-1
8727,S-a87c2f,A-4ae22a,2024-05-28,2024-10-14,Enterprise,28,5572,66864,False,False,False,True,annual,False,U-3c1ea7,2023-12-27,feature_29,11,6435,3,True,107.25,T-4669d1,2024-03-08,2024-03-09 06:00:00,30.0,low,101,3.0,False,2024-12-31,659,650,-9
8728,S-a87c2f,A-4ae22a,2024-05-28,2024-10-14,Enterprise,28,5572,66864,False,False,False,True,annual,False,U-3c1ea7,2023-12-27,feature_29,11,6435,3,True,107.25,T-b43b6a,2024-08-09,2024-08-09 09:00:00,9.0,urgent,10,0.0,False,2024-12-31,659,655,-4
8762,S-d1f7ad,A-c222ab,2024-10-31,2024-11-29,Basic,32,608,7296,False,False,False,True,annual,False,U-26d25f,2024-12-10,feature_38,7,2268,0,False,37.8,T-9cbdc5,2024-10-28,2024-10-28 09:00:00,9.0,medium,18,0.0,False,2024-12-31,659,657,-2
8763,S-d1f7ad,A-c222ab,2024-10-31,2024-11-29,Basic,32,608,7296,False,False,False,True,annual,False,U-26d25f,2024-12-10,feature_38,7,2268,0,False,37.8,T-9d8a29,2024-07-16,2024-07-17 13:00:00,37.0,urgent,131,0.0,False,2024-12-31,659,654,-5
8782,S-de7a48,A-ccc747,2024-10-15,2024-12-30,Pro,23,1127,13524,False,False,False,True,annual,True,U-0abd90,2024-01-03,feature_23,7,1778,0,False,29.633333333333333,T-0e6db2,2024-06-27,2024-06-29 12:00:00,60.0,urgent,169,5.0,False,2024-12-31,659,653,-6
8785,S-de7a48,A-ccc747,2024-10-15,2024-12-30,Pro,23,1127,13524,False,False,False,True,annual,True,U-0abd90,2024-01-03,feature_23,7,1778,0,False,29.633333333333333,T-39424e,2024-08-05,2024-08-05 05:00:00,5.0,medium,137,0.0,True,2024-12-31,659,655,-4
8836,S-0455a5,A-993085,2024-10-22,2024-11-10,Enterprise,42,8358,100296,False,True,False,True,monthly,False,U-5aa9ab,2024-01-17,feature_6,9,387,0,False,6.45,T-686725,2024-03-23,2024-03-25 02:00:00,50.0,medium,78,0.0,False,2024-12-31,659,650,-9
8837,S-0455a5,A-993085,2024-10-22,2024-11-10,Enterprise,42,8358,100296,False,True,False,True,monthly,False,U-5aa9ab,2024-01-17,feature_6,9,387,0,False,6.45,T-2b6bb1,2024-02-20,2024-02-22 20:00:00,68.0,high,33,4.0,False,2024-12-31,659,649,-10
8839,S-0455a5,A-993085,2024-10-22,2024-11-10,Enterprise,42,8358,100296,False,True,False,True,monthly,False,U-5aa9ab,2024-01-17,feature_6,9,387,0,False,6.45,T-182de8,2024-06-07,2024-06-08 07:00:00,31.0,low,108,0.0,False,2024-12-31,659,653,-6
8866,S-008f3c,A-e98302,2024-12-23,2024-12-28,Pro,58,2842,34104,False,False,False,True,annual,True,U-031f15,2024-07-17,feature_6,6,1950,0,True,32.5,T-b9ca29,2024-08-28,2024-08-30 16:00:00,64.0,low,37,4.0,False,2024-12-31,659,655,-4
8868,S-008f3c,A-e98302,2024-12-23,2024-12-28,Pro,58,2842,34104,False,False,False,True,annual,True,U-031f15,2024-07-17,feature_6,6,1950,0,True,32.5,T-a8d3cc,2024-11-25,2024-11-26 18:00:00,42.0,urgent,57,4.0,False,2024-12-31,659,658,-1
8918,S-0abd10,A-016043,2024-11-23,2024-12-21,Enterprise,24,4776,57312,False,True,False,True,annual,True,U-c24dac,2024-02-26,feature_8,16,4496,5,True,74.93333333333334,T-633a99,2024-04-13,2024-04-13 12:00:00,12.0,high,63,0.0,False,2024-12-31,659,651,-8
8945,S-59f0a6,A-104f1a,2024-09-02,2024-11-28,Pro,123,6027,72324,False,False,False,True,monthly,False,U-6cb80c,2024-01-13,feature_20,7,1204,0,False,20.066666666666666,T-7772d1,2024-03-26,2024-03-28 08:00:00,56.0,low,40,4.0,False,2024-12-31,659,650,-9
8948,S-59f0a6,A-104f1a,2024-09-02,2024-11-28,Pro,123,6027,72324,False,False,False,True,monthly,False,U-6cb80c,2024-01-13,feature_20,7,1204,0,False,20.066666666666666,T-964182,2024-04-08,2024-04-08 11:00:00,11.0,medium,19,3.0,True,2024-12-31,659,651,-8
8992,S-e133a5,A-4a4c2d,2023-07-03,2024-01-25,Basic,54,1026,12312,False,False,False,True,monthly,True,U-13be17,2024-12-28,feature_6,12,5496,1,False,91.6,T-95e4a6,2024-11-15,2024-11-16 20:00:00,44.0,high,128,5.0,False,2024-12-31,659,658,-1
8993,S-e133a5,A-4a4c2d,2023-07-03,2024-01-25,Basic,54,1026,12312,False,False,False,True,monthly,True,U-13be17,2024-12-28,feature_6,12,5496,1,False,91.6,T-0171b1,2024-05-09,2024-05-11 06:00:00,54.0,high,153,4.0,False,2024-12-31,659,652,-7
9034,S-32e8fa,A-94d3da,2023-06-04,2023-10-21,Pro,41,2009,24108,False,False,False,True,annual,True,U-d4d5be,2024-10-27,feature_23,10,1450,0,False,24.166666666666668,T-e74b9f,2024-06-10,2024-06-11 12:00:00,36.0,low,98,3.0,False,2024-12-31,659,653,-6
9035,S-32e8fa,A-94d3da,2023-06-04,2023-10-21,Pro,41,2009,24108,False,False,False,True,annual,True,U-d4d5be,2024-10-27,feature_23,10,1450,0,False,24.166666666666668,T-7d8c37,2024-08-06,2024-08-06 14:00:00,14.0,low,4,5.0,False,2024-12-31,659,655,-4
9037,S-32e8fa,A-94d3da,2023-06-04,2023-10-21,Pro,41,2009,24108,False,False,False,True,annual,True,U-d4d5be,2024-10-27,feature_23,10,1450,0,False,24.166666666666668,T-80126f,2024-11-23,2024-11-23 16:00:00,16.0,urgent,52,3.0,False,2024-12-31,659,658,-1
9095,S-17bedf,A-4437e4,2023-11-20,2024-09-17,Basic,3,0,0,True,False,False,True,monthly,True,U-0ff5f4,2024-05-11,feature_12,10,1430,0,False,23.833333333333332,T-16a224,2024-07-05,2024-07-06 13:00:00,37.0,medium,134,0.0,False,2024-12-31,659,654,-5
9096,S-17bedf,A-4437e4,2023-11-20,2024-09-17,Basic,3,0,0,True,False,False,True,monthly,True,U-0ff5f4,2024-05-11,feature_12,10,1430,0,False,23.833333333333332,T-f0ac4b,2024-01-17,2024-01-19 08:00:00,56.0,high,15,3.0,True,2024-12-31,659,648,-11
9097,S-17bedf,A-4437e4,2023-11-20,2024-09-17,Basic,3,0,0,True,False,False,True,monthly,True,U-0ff5f4,2024-05-11,feature_12,10,1430,0,False,23.833333333333332,T-a6d9f2,2024-11-03,2024-11-03 02:00:00,2.0,urgent,168,0.0,False,2024-12-31,659,658,-1
9098,S-17bedf,A-4437e4,2023-11-20,2024-09-17,Basic,3,0,0,True,False,False,True,monthly,True,U-0ff5f4,2024-05-11,feature_12,10,1430,0,False,23.833333333333332,T-f0b00c,2024-11-16,2024-11-16 18:00:00,18.0,medium,179,3.0,False,2024-12-31,659,658,-1
9118,S-e6571c,A-0be015,2024-11-03,2024-11-12,Basic,19,361,4332,False,False,False,True,annual,True,U-fdbd1b,2023-04-03,feature_8,8,2104,0,True,35.06666666666667,T-2c6679,2024-07-16,2024-07-18 03:00:00,51.0,medium,73,5.0,False,2024-12-31,659,654,-5
9122,S-e6571c,A-0be015,2024-11-03,2024-11-12,Basic,19,361,4332,False,False,False,True,annual,True,U-fdbd1b,2023-04-03,feature_8,8,2104,0,True,35.06666666666667,T-1d4ad7,2024-01-04,2024-01-06 20:00:00,68.0,urgent,44,4.0,False,2024-12-31,659,648,-11
9123,S-e6571c,A-0be015,2024-11-03,2024-11-12,Basic,19,361,4332,False,False,False,True,annual,True,U-fdbd1b,2023-04-03,feature_8,8,2104,0,True,35.06666666666667,T-b0f248,2024-11-26,2024-11-27 22:00:00,46.0,high,122,0.0,False,2024-12-31,659,658,-1
9138,S-453f00,A-45ce7a,2023-08-18,2024-05-20,Pro,16,784,9408,False,True,True,True,monthly,True,U-1a2c24,2023-08-24,feature_38,14,4606,0,False,76.76666666666667,T-e97da3,2024-04-04,2024-04-05 01:00:00,25.0,low,81,0.0,False,2024-12-31,659,651,-8
9227,S-db56d2,A-c1dfe1,2023-10-26,2024-03-17,Basic,26,494,5928,False,False,False,True,monthly,False,U-d20c6d,2023-08-14,feature_14,8,1184,0,False,19.733333333333334,T-1cbbd0,2024-01-28,2024-01-29 09:00:00,33.0,urgent,38,4.0,False,2024-12-31,659,648,-11
9229,S-db56d2,A-c1dfe1,2023-10-26,2024-03-17,Basic,26,494,5928,False,False,False,True,monthly,False,U-d20c6d,2023-08-14,feature_14,8,1184,0,False,19.733333333333334,T-8f66c9,2024-07-08,2024-07-10 17:00:00,65.0,high,110,0.0,False,2024-12-31,659,654,-5
9249,S-dc9874,A-cc102e,2024-05-09,2024-09-27,Pro,42,2058,24696,False,False,False,True,annual,True,U-a82b97,2023-06-21,feature_10,10,420,0,False,7.0,T-342b36,2024-10-17,2024-10-19 13:00:00,61.0,low,177,5.0,False,2024-12-31,659,657,-2
9250,S-dc9874,A-cc102e,2024-05-09,2024-09-27,Pro,42,2058,24696,False,False,False,True,annual,True,U-a82b97,2023-06-21,feature_10,10,420,0,False,7.0,T-284720,2024-04-11,2024-04-11 01:00:00,1.0,low,93,3.0,False,2024-12-31,659,651,-8
9280,S-8669e4,A-6dee43,2024-08-11,2024-10-23,Pro,55,2695,32340,False,False,False,True,annual,False,U-841c39,2024-08-28,feature_20,8,1264,2,False,21.066666666666666,T-4c0c16,2024-07-19,2024-07-21 21:00:00,69.0,urgent,108,0.0,False,2024-12-31,659,654,-5
9281,S-8669e4,A-6dee43,2024-08-11,2024-10-23,Pro,55,2695,32340,False,False,False,True,annual,False,U-841c39,2024-08-28,feature_20,8,1264,2,False,21.066666666666666,T-2bec1c,2024-11-07,2024-11-07 15:00:00,15.0,high,51,0.0,False,2024-12-31,659,658,-1
9378,S-4a0cb3,A-a1b80b,2024-05-16,2024-08-04,Enterprise,22,0,0,True,False,False,True,monthly,True,U-774fdd,2023-08-24,feature_16,10,2680,0,False,44.666666666666664,T-8833a5,2023-12-02,2023-12-03 10:00:00,34.0,medium,150,4.0,False,2024-12-31,659,647,-12
9381,S-4a0cb3,A-a1b80b,2024-05-16,2024-08-04,Enterprise,22,0,0,True,False,False,True,monthly,True,U-774fdd,2023-08-24,feature_16,10,2680,0,False,44.666666666666664,T-0721f7,2024-07-25,2024-07-26 12:00:00,36.0,low,15,5.0,False,2024-12-31,659,654,-5
9416,S-966a44,A-f5641b,2024-04-21,2024-07-22,Enterprise,31,6169,74028,False,True,True,True,monthly,True,U-544a1f,2024-04-25,feature_16,11,4917,1,False,81.95,T-519a0a,2024-08-09,2024-08-11 14:00:00,62.0,medium,132,0.0,False,2024-12-31,659,655,-4
9417,S-966a44,A-f5641b,2024-04-21,2024-07-22,Enterprise,31,6169,74028,False,True,True,True,monthly,True,U-544a1f,2024-04-25,feature_16,11,4917,1,False,81.95,T-b3feb3,2024-09-14,2024-09-16 21:00:00,69.0,high,121,3.0,True,2024-12-31,659,656,-3
9430,S-f7b2fc,A-f446b6,2024-07-25,2024-10-13,Enterprise,13,2587,31044,False,False,False,True,monthly,True,U-ab5ef1,2024-10-04,feature_39,12,876,4,False,14.6,T-ef7c6e,2024-05-14,2024-05-14 01:00:00,1.0,high,47,5.0,False,2024-12-31,659,652,-7
9432,S-f7b2fc,A-f446b6,2024-07-25,2024-10-13,Enterprise,13,2587,31044,False,False,False,True,monthly,True,U-ab5ef1,2024-10-04,feature_39,12,876,4,False,14.6,T-866db3,2023-12-20,2023-12-20 22:00:00,22.0,low,106,4.0,False,2024-12-31,659,647,-12
9434,S-f7b2fc,A-f446b6,2024-07-25,2024-10-13,Enterprise,13,2587,31044,False,False,False,True,monthly,True,U-ab5ef1,2024-10-04,feature_39,12,876,4,False,14.6,T-c6ee94,2024-11-25,2024-11-25 18:00:00,18.0,high,127,0.0,True,2024-12-31,659,658,-1
9436,S-f7b2fc,A-f446b6,2024-07-25,2024-10-13,Enterprise,13,2587,31044,False,False,False,True,monthly,True,U-ab5ef1,2024-10-04,feature_39,12,876,4,False,14.6,T-0374bc,2023-12-06,2023-12-07 14:00:00,38.0,urgent,53,3.0,False,2024-12-31,659,647,-12
